-12.618,19.961,-2.9918,3
-14.11,19.735,-2.8766,3
-15.666,19.313,-2.778,3
-17.283,18.698,-2.6947,3
-18.957,17.896,-2.6249,3
-20.683,16.915,-2.5667,3
-22.458,15.765,-2.5183,3
-24.277,14.458,-2.4783,3
-26.135,13.006,-2.4454,3
-28.027,11.424,-2.4187,3
-29.95,9.728,-2.3975,3
-31.897,7.9348,-2.381,3
-33.865,6.0624,-2.369,3
-35.848,4.1293,-2.3611,3
-37.842,2.1551,-2.357,3
-39.841,0.15926,-2.3567,3
-41.84,-1.8381,-2.3601,3
-43.835,-3.8172,-2.3675,3
-45.82,-5.7581,-2.3788,3
-47.791,-7.6414,-2.3945,3
-49.742,-9.4484,-2.415,3
-51.669,-11.161,-2.4408,3
-53.566,-12.762,-2.4726,3
-55.43,-14.236,-2.5114,3
-57.255,-15.567,-2.5584,3
-59.037,-16.743,-2.6149,3
-60.772,-17.751,-2.6828,3
-62.454,-18.582,-2.7638,3
-64.08,-19.228,-2.8598,3
-65.647,-19.681,-2.9723,3
-67.149,-19.938,-3.1015,3
-68.583,-19.995,3.0376,3
-69.946,-19.853,2.883,3
-71.234,-19.513,2.7248,3
-72.444,-18.977,2.5705,3
-73.573,-18.252,2.4264,3
-74.617,-17.344,2.2962,3
-75.576,-16.263,2.181,3
-76.445,-15.02,2.0802,3
-77.224,-13.626,1.992,3
-77.909,-12.097,1.9144,3
-78.499,-10.446,1.8454,3
-78.994,-8.6913,1.783,3
-79.391,-6.8496,1.7258,3
-79.689,-4.9395,1.6721,3
-79.888,-2.98,1.6208,3
-79.988,-0.99071,1.5706,3
-79.987,1.0085,1.5204,3
-79.887,2.9975,1.469,3
-79.687,4.9567,1.4153,3
-79.388,6.8663,1.358,3
-78.99,8.7073,1.2956,3
-78.495,10.461,1.2265,3
-77.903,12.111,1.1489,3
-77.217,13.639,1.0606,3
-76.438,15.031,0.95962,3
-75.568,16.273,0.84433,3
-74.609,17.353,0.84433,3
